year,Code,income,n_docs,n_mentions
2012,MMR,Lower middle income,1,1
2012,NLD,High income,1,1
2012,PAK,Lower middle income,1,1
2012,SEN,Lower middle income,1,1
2012,SGP,High income,1,1
2012,SVN,High income,1,1
2012,TWN,High income,1,1
2012,VEN,Unknown,1,1
2012,ZAF,Upper middle income,1,1
2012,ZWE,Lower middle income,1,1
2013,CZE,High income,425,425
2013,DEU,High income,65,65
2013,USA,High income,47,47
2013,SVK,High income,38,38
2013,GBR,High income,32,32
2013,POL,High income,25,25
2013,SWE,High income,25,25
2013,BGR,Upper middle income,23,23
2013,ITA,High income,23,23
2013,RUS,Upper middle income,22,22
2013,CUB,Upper middle income,21,21
2013,GRC,High income,20,20
2013,AUT,High income,16,16
2013,FRA,High income,16,16
2013,ESP,High income,15,15
2013,CHE,High income,13,13
2013,BRA,Upper middle income,11,11
2013,CHN,Upper middle income,10,10
2013,IND,Lower middle income,10,10
2013,HUN,High income,9,9
2013,ROU,High income,7,7
2013,CYP,High income,6,6
2013,HRV,High income,6,6
2013,IRL,High income,6,6
2013,JPN,High income,6,6
2013,SAU,High income,6,6
2013,DMA,Upper middle income,5,5
2013,DNK,High income,5,5
2013,EGY,Lower middle income,5,5
2013,MEX,Upper middle income,5,5
2013,PRT,High income,5,5
2013,SYR,Low income,5,5
2013,TUR,Upper middle income,5,5
2013,VAT,Unknown,5,5
2013,ARG,Upper middle income,4,4
2013,LBY,Upper middle income,4,4
2013,NOR,High income,4,4
2013,SVN,High income,4,4
2013,PRK,Low income,3,3
2013,SOM,Low income,3,3
2013,UKR,Lower middle income,3,3
2013,ZAF,Upper middle income,3,3
2013,ARE,High income,2,2
2013,AUS,High income,2,2
2013,BEL,High income,2,2
2013,CAN,High income,2,2
2013,FIN,High income,2,2
2013,HTI,Lower middle income,2,2
2013,IRN,Lower middle income,2,2
2013,IRQ,Upper middle income,2,2
2013,LTU,High income,2,2
2013,NGA,Lower middle income,2,2
2013,NLD,High income,2,2
2013,QAT,High income,2,2
2013,SDN,Low income,2,2
2013,VEN,Unknown,2,2
2013,ZWE,Lower middle income,2,2
2013,AFG,Low income,1,1
2013,AGO,Lower middle income,1,1
2013,ARM,Upper middle income,1,1
2013,BGD,Lower middle income,1,1
2013,BHR,High income,1,1
2013,BHS,High income,1,1
2013,BLR,Upper middle income,1,1
2013,BMU,High income,1,1
2013,CAF,Low income,1,1
2013,CHL,High income,1,1
2013,COD,Low income,1,1
2013,COL,Upper middle income,1,1
2013,ETH,Low income,1,1
2013,GEO,Upper middle income,1,1
2013,HND,Lower middle income,1,1
2013,ISR,High income,1,1
2013,JOR,Lower middle income,1,1
2013,KAZ,Upper middle income,1,1
2013,KEN,Lower middle income,1,1
2013,LBN,Lower middle income,1,1
2013,LIE,High income,1,1
2013,LVA,High income,1,1
2013,MLI,Low income,1,1
2013,MOZ,Low income,1,1
2013,NIC,Lower middle income,1,1
2013,NZL,High income,1,1
2013,OMN,High income,1,1
2013,PAK,Lower middle income,1,1
2013,PHL,Lower middle income,1,1
2013,PSE,Upper middle income,1,1
2013,SRB,Upper middle income,1,1
2013,TWN,High income,1,1
2013,URY,High income,1,1
2014,CZE,High income,406,406
2014,DEU,High income,63,63
2014,USA,High income,62,62
2014,SVK,High income,34,34
2014,RUS,Upper middle income,30,30
2014,GBR,High income,28,28
2014,AUT,High income,26,26
2014,POL,High income,21,21
2014,UKR,Lower middle income,16,16
2014,CHE,High income,14,14
2014,CHN,Upper middle income,14,14
2014,FRA,High income,13,13
2014,GRC,High income,11,11
2014,ROU,High income,11,11
2014,ITA,High income,9,9
2014,SYR,Low income,9,9
2014,ESP,High income,8,8
2014,HUN,High income,8,8
2014,ISR,High income,8,8
2014,SWE,High income,8,8
2014,BGR,Upper middle income,7,7
2014,BRA,Upper middle income,7,7
2014,IRQ,Upper middle income,6,6
2014,SAU,High income,6,6
2014,TUR,Upper middle income,6,6
2014,DMA,Upper middle income,5,5
2014,DNK,High income,5,5
2014,FIN,High income,5,5
2014,IRN,Lower middle income,5,5
2014,LBY,Upper middle income,5,5
2014,NOR,High income,5,5
2014,CUB,Upper middle income,4,4
2014,IND,Lower middle income,4,4
2014,JOR,Lower middle income,4,4
2014,JPN,High income,4,4
2014,MEX,Upper middle income,4,4
2014,PSE,Upper middle income,4,4
2014,AFG,Low income,3,3
2014,BLR,Upper middle income,3,3
2014,CAN,High income,3,3
2014,EGY,Lower middle income,3,3
2014,IRL,High income,3,3
2014,LBN,Lower middle income,3,3
2014,SDN,Low income,3,3
2014,ALB,Upper middle income,2,2
2014,AUS,High income,2,2
2014,BEL,High income,2,2
2014,BHR,High income,2,2
2014,BOL,Lower middle income,2,2
2014,HKG,High income,2,2
2014,LUX,High income,2,2
2014,MLI,Low income,2,2
2014,NLD,High income,2,2
2014,PRK,Low income,2,2
2014,SLE,Low income,2,2
2014,SRB,Upper middle income,2,2
2014,SSD,Low income,2,2
2014,TUN,Lower middle income,2,2
2014,VAT,Unknown,2,2
2014,XKX,Upper middle income,2,2
2014,AGO,Lower middle income,1,1
2014,AZE,Upper middle income,1,1
2014,BIH,Upper middle income,1,1
2014,BLZ,Upper middle income,1,1
2014,BWA,Upper middle income,1,1
2014,CAF,Low income,1,1
2014,CHL,High income,1,1
2014,CYP,High income,1,1
2014,ECU,Upper middle income,1,1
2014,GEO,Upper middle income,1,1
2014,IMN,High income,1,1
2014,KAZ,Upper middle income,1,1
2014,KOR,High income,1,1
2014,KWT,High income,1,1
2014,LBR,Low income,1,1
2014,LTU,High income,1,1
2014,MYS,Upper middle income,1,1
2014,NGA,Lower middle income,1,1
2014,PAK,Lower middle income,1,1
2014,PRT,High income,1,1
2014,QAT,High income,1,1
2014,RWA,Low income,1,1
2014,SOM,Low income,1,1
2014,SVN,High income,1,1
2014,THA,Upper middle income,1,1
2014,TWN,High income,1,1
2014,URY,High income,1,1
2014,UZB,Lower middle income,1,1
2014,ZAF,Upper middle income,1,1
2015,CZE,High income,438,438
2015,DEU,High income,93,93
2015,USA,High income,76,76
2015,GRC,High income,60,60
2015,FRA,High income,57,57
2015,SVK,High income,46,46
2015,GBR,High income,44,44
2015,SYR,Low income,42,42
2015,ITA,High income,41,41
2015,AUT,High income,38,38
2015,TUR,Upper middle income,32,32
2015,RUS,Upper middle income,30,30
2015,POL,High income,26,26
2015,HUN,High income,23,23
2015,SWE,High income,23,23
2015,ESP,High income,21,21
2015,LBY,Upper middle income,20,20
2015,UKR,Lower middle income,18,18
2015,SRB,Upper middle income,15,15
2015,NOR,High income,11,11
2015,CHE,High income,10,10
2015,CHN,Upper middle income,10,10
2015,DNK,High income,10,10
2015,IRQ,Upper middle income,10,10
2015,BEL,High income,9,9
2015,JPN,High income,8,8
2015,AFG,Low income,7,7
2015,EGY,Lower middle income,7,7
2015,MKD,Upper middle income,7,7
2015,HRV,High income,6,6
2015,IND,Lower middle income,6,6
2015,IRL,High income,6,6
2015,NLD,High income,6,6
2015,ROU,High income,6,6
2015,SAU,High income,6,6
2015,AUS,High income,5,5
2015,BGR,Upper middle income,5,5
2015,FIN,High income,5,5
2015,ISR,High income,5,5
2015,JOR,Lower middle income,5,5
2015,NGA,Lower middle income,5,5
2015,PRK,Low income,5,5
2015,ALB,Upper middle income,4,4
2015,BLR,Upper middle income,4,4
2015,IDN,Upper middle income,4,4
2015,IRN,Lower middle income,4,4
2015,LBN,Lower middle income,4,4
2015,MYS,Upper middle income,4,4
2015,BGD,Lower middle income,3,3
2015,BRA,Upper middle income,3,3
2015,KWT,High income,3,3
2015,MAR,Lower middle income,3,3
2015,MEX,Upper middle income,3,3
2015,MLI,Low income,3,3
2015,NPL,Lower middle income,3,3
2015,PAK,Lower middle income,3,3
2015,PSE,Upper middle income,3,3
2015,SVN,High income,3,3
2015,THA,Upper middle income,3,3
2015,VAT,Unknown,3,3
2015,YEM,Low income,3,3
2015,BTN,Lower middle income,2,2
2015,CAN,High income,2,2
2015,CUB,Upper middle income,2,2
2015,DMA,Upper middle income,2,2
2015,DZA,Lower middle income,2,2
2015,EST,High income,2,2
2015,GEO,Upper middle income,2,2
2015,HTI,Lower middle income,2,2
2015,KHM,Lower middle income,2,2
2015,LUX,High income,2,2
2015,MCO,High income,2,2
2015,MLT,High income,2,2
2015,MNE,Upper middle income,2,2
2015,MOZ,Low income,2,2
2015,RWA,Low income,2,2
2015,SDN,Low income,2,2
2015,SLV,Upper middle income,2,2
2015,SOM,Low income,2,2
2015,TWN,High income,2,2
2015,ZAF,Upper middle income,2,2
2015,ARG,Upper middle income,1,1
2015,ARM,Upper middle income,1,1
2015,AZE,Upper middle income,1,1
2015,BIH,Upper middle income,1,1
2015,BOL,Lower middle income,1,1
2015,CIV,Lower middle income,1,1
2015,COD,Low income,1,1
2015,COL,Upper middle income,1,1
2015,CYP,High income,1,1
2015,ECU,Upper middle income,1,1
2015,ERI,Low income,1,1
2015,ETH,Low income,1,1
2015,GMB,Low income,1,1
2015,KAZ,Upper middle income,1,1
2015,KEN,Lower middle income,1,1
2015,KOR,High income,1,1
2015,LIE,High income,1,1
2015,LVA,High income,1,1
2015,MHL,Upper middle income,1,1
2015,MMR,Lower middle income,1,1
2015,NZL,High income,1,1
2015,PER,Upper middle income,1,1
2015,PRT,High income,1,1
2015,QAT,High income,1,1
2015,SLE,Low income,1,1
2015,SSD,Low income,1,1
2015,TCD,Low income,1,1
2015,VNM,Lower middle income,1,1
2015,XKX,Upper middle income,1,1
2016,CZE,High income,382,382
2016,DEU,High income,57,57
2016,USA,High income,46,46
2016,SVK,High income,28,28
2016,GBR,High income,26,26
2016,RUS,Upper middle income,24,24
2016,TUR,Upper middle income,19,19
2016,POL,High income,17,17
2016,AUT,High income,16,16
2016,CHN,Upper middle income,15,15
2016,FRA,High income,15,15
2016,GRC,High income,15,15
2016,SYR,Low income,15,15
2016,ITA,High income,11,11
2016,BRA,Upper middle income,10,10
2016,CHE,High income,10,10
2016,SWE,High income,10,10
2016,HUN,High income,8,8
2016,LBY,Upper middle income,8,8
2016,IRQ,Upper middle income,7,7
2016,AFG,Low income,6,6
2016,CUB,Upper middle income,6,6
2016,NOR,High income,6,6
2016,ROU,High income,6,6
2016,EGY,Lower middle income,5,5
2016,ESP,High income,5,5
2016,IND,Lower middle income,5,5
2016,MEX,Upper middle income,5,5
2016,CAN,High income,4,4
2016,LBN,Lower middle income,4,4
2016,SAU,High income,4,4
2016,BGR,Upper middle income,3,3
2016,COL,Upper middle income,3,3
2016,ISR,High income,3,3
2016,KEN,Lower middle income,3,3
2016,PSE,Upper middle income,3,3
2016,SRB,Upper middle income,3,3
2016,SVN,High income,3,3
2016,UKR,Lower middle income,3,3
2016,AUS,High income,2,2
2016,BEL,High income,2,2
2016,IRL,High income,2,2
2016,IRN,Lower middle income,2,2
2016,KOR,High income,2,2
2016,MKD,Upper middle income,2,2
2016,NGA,Lower middle income,2,2
2016,NLD,High income,2,2
2016,PHL,Lower middle income,2,2
2016,QAT,High income,2,2
2016,SDN,Low income,2,2
2016,SSD,Low income,2,2
2016,UZB,Lower middle income,2,2
2016,YEM,Low income,2,2
2016,ALB,Upper middle income,1,1
2016,ARE,High income,1,1
2016,ARM,Upper middle income,1,1
2016,AZE,Upper middle income,1,1
2016,BGD,Lower middle income,1,1
2016,BHR,High income,1,1
2016,BLR,Upper middle income,1,1
2016,CYP,High income,1,1
2016,DMA,Upper middle income,1,1
2016,ERI,Low income,1,1
2016,ETH,Low income,1,1
2016,FIN,High income,1,1
2016,GEO,Upper middle income,1,1
2016,GIN,Lower middle income,1,1
2016,HRV,High income,1,1
2016,IMN,High income,1,1
2016,ISL,High income,1,1
2016,JOR,Lower middle income,1,1
2016,JPN,High income,1,1
2016,LTU,High income,1,1
2016,LUX,High income,1,1
2016,MAR,Lower middle income,1,1
2016,MLT,High income,1,1
2016,NER,Low income,1,1
2016,PAK,Lower middle income,1,1
2016,PRK,Low income,1,1
2016,PRT,High income,1,1
2016,SYC,High income,1,1
2016,TCD,Low income,1,1
2016,TUN,Lower middle income,1,1
2016,TWN,High income,1,1
2016,VAT,Unknown,1,1
2016,VEN,Unknown,1,1
2016,VNM,Lower middle income,1,1
2016,XKX,Upper middle income,1,1
2016,ZWE,Lower middle income,1,1
2017,CZE,High income,341,341
2017,DEU,High income,55,55
2017,USA,High income,50,50
2017,GBR,High income,43,43
2017,FRA,High income,34,34
2017,RUS,Upper middle income,34,34
2017,POL,High income,27,27
2017,SVK,High income,26,26
2017,CHN,Upper middle income,23,23
2017,AUT,High income,22,22
2017,HUN,High income,22,22
2017,SYR,Low income,20,20
2017,CHE,High income,19,19
2017,UKR,Lower middle income,16,16
2017,ESP,High income,15,15
2017,GRC,High income,15,15
2017,ITA,High income,15,15
2017,SWE,High income,13,13
2017,ZWE,Lower middle income,12,12
2017,LBY,Upper middle income,9,9
2017,DMA,Upper middle income,8,8
2017,IRL,High income,8,8
2017,NOR,High income,8,8
2017,TUR,Upper middle income,8,8
2017,IRN,Lower middle income,7,7
2017,IND,Lower middle income,6,6
2017,FIN,High income,5,5
2017,ISR,High income,5,5
2017,MEX,Upper middle income,5,5
2017,PER,Upper middle income,5,5
2017,PRK,Low income,5,5
2017,ROU,High income,5,5
2017,VEN,Unknown,5,5
2017,AUS,High income,4,4
2017,CAN,High income,4,4
2017,DNK,High income,4,4
2017,EST,High income,4,4
2017,NLD,High income,4,4
2017,BGR,Upper middle income,3,3
2017,BIH,Upper middle income,3,3
2017,BLR,Upper middle income,3,3
2017,COD,Low income,3,3
2017,HRV,High income,3,3
2017,IRQ,Upper middle income,3,3
2017,JPN,High income,3,3
2017,MLI,Low income,3,3
2017,MMR,Lower middle income,3,3
2017,MNG,Lower middle income,3,3
2017,PSE,Upper middle income,3,3
2017,SAU,High income,3,3
2017,ARE,High income,2,2
2017,BEL,High income,2,2
2017,CIV,Lower middle income,2,2
2017,ECU,Upper middle income,2,2
2017,IDN,Upper middle income,2,2
2017,LBR,Low income,2,2
2017,MDA,Upper middle income,2,2
2017,MYS,Upper middle income,2,2
2017,PRT,High income,2,2
2017,RWA,Low income,2,2
2017,SRB,Upper middle income,2,2
2017,SVN,High income,2,2
2017,AFG,Low income,1,1
2017,ALB,Upper middle income,1,1
2017,ARG,Upper middle income,1,1
2017,BGD,Lower middle income,1,1
2017,BOL,Lower middle income,1,1
2017,BRA,Upper middle income,1,1
2017,CHL,High income,1,1
2017,EGY,Lower middle income,1,1
2017,ETH,Low income,1,1
2017,GEO,Upper middle income,1,1
2017,GHA,Lower middle income,1,1
2017,HTI,Lower middle income,1,1
2017,ISL,High income,1,1
2017,KEN,Lower middle income,1,1
2017,KGZ,Lower middle income,1,1
2017,KOR,High income,1,1
2017,LCA,Upper middle income,1,1
2017,LKA,Lower middle income,1,1
2017,MLT,High income,1,1
2017,MWI,Low income,1,1
2017,NIC,Lower middle income,1,1
2017,NPL,Lower middle income,1,1
2017,NZL,High income,1,1
2017,PAK,Lower middle income,1,1
2017,PAN,High income,1,1
2017,PHL,Lower middle income,1,1
2017,PRI,High income,1,1
2017,QAT,High income,1,1
2017,SLV,Upper middle income,1,1
2017,TKM,Upper middle income,1,1
2017,TLS,Lower middle income,1,1
2017,UZB,Lower middle income,1,1
2017,XKX,Upper middle income,1,1
2017,ZAF,Upper middle income,1,1
2018,CZE,High income,380,380
2018,USA,High income,76,76
2018,DEU,High income,57,57
2018,GBR,High income,51,51
2018,SVK,High income,47,47
2018,RUS,Upper middle income,45,45
2018,CHN,Upper middle income,31,31
2018,POL,High income,28,28
2018,FRA,High income,27,27
2018,ITA,High income,26,26
2018,AUT,High income,24,24
2018,GRC,High income,24,24
2018,MEX,Upper middle income,21,21
2018,ESP,High income,20,20
2018,HUN,High income,16,16
2018,TUR,Upper middle income,14,14
2018,IRL,High income,13,13
2018,SYR,Low income,12,12
2018,CHE,High income,11,11
2018,JPN,High income,11,11
2018,BRA,Upper middle income,10,10
2018,PRK,Low income,10,10
2018,ROU,High income,10,10
2018,DNK,High income,9,9
2018,FIN,High income,9,9
2018,UKR,Lower middle income,9,9
2018,AUS,High income,8,8
2018,CAN,High income,8,8
2018,HRV,High income,7,7
2018,IND,Lower middle income,7,7
2018,ISR,High income,7,7
2018,SRB,Upper middle income,7,7
2018,SWE,High income,7,7
2018,COL,Upper middle income,6,6
2018,EGY,Lower middle income,6,6
2018,LBY,Upper middle income,6,6
2018,SAU,High income,6,6
2018,BGR,Upper middle income,5,5
2018,CHL,High income,5,5
2018,HKG,High income,5,5
2018,KOR,High income,5,5
2018,PER,Upper middle income,5,5
2018,VEN,Unknown,5,5
2018,BEL,High income,4,4
2018,DMA,Upper middle income,4,4
2018,IRN,Lower middle income,4,4
2018,MAC,High income,4,4
2018,MLT,High income,4,4
2018,NOR,High income,4,4
2018,PSE,Upper middle income,4,4
2018,BOL,Lower middle income,3,3
2018,CUB,Upper middle income,3,3
2018,ECU,Upper middle income,3,3
2018,MKD,Upper middle income,3,3
2018,MWI,Low income,3,3
2018,AFG,Low income,2,2
2018,ARG,Upper middle income,2,2
2018,BLR,Upper middle income,2,2
2018,EST,High income,2,2
2018,HND,Lower middle income,2,2
2018,IDN,Upper middle income,2,2
2018,IRQ,Upper middle income,2,2
2018,SLV,Upper middle income,2,2
2018,YEM,Low income,2,2
2018,ALB,Upper middle income,1,1
2018,AND,High income,1,1
2018,ARM,Upper middle income,1,1
2018,AZE,Upper middle income,1,1
2018,BFA,Low income,1,1
2018,BIH,Upper middle income,1,1
2018,CIV,Lower middle income,1,1
2018,CYP,High income,1,1
2018,ERI,Low income,1,1
2018,GIB,High income,1,1
2018,GMB,Low income,1,1
2018,LVA,High income,1,1
2018,MAR,Lower middle income,1,1
2018,MLI,Low income,1,1
2018,NGA,Lower middle income,1,1
2018,PAK,Lower middle income,1,1
2018,PHL,Lower middle income,1,1
2018,PRT,High income,1,1
2018,QAT,High income,1,1
2018,SDN,Low income,1,1
2018,SVN,High income,1,1
2018,THA,Upper middle income,1,1
2018,TUN,Lower middle income,1,1
2018,URY,High income,1,1
2018,VNM,Lower middle income,1,1
2018,ZMB,Lower middle income,1,1
2018,ZWE,Lower middle income,1,1
2019,CZE,High income,330,330
2019,USA,High income,64,64
2019,DEU,High income,58,58
2019,SVK,High income,48,48
2019,GBR,High income,44,44
2019,FRA,High income,38,38
2019,POL,High income,36,36
2019,RUS,Upper middle income,35,35
2019,CHN,Upper middle income,32,32
2019,AUT,High income,25,25
2019,ITA,High income,22,22
2019,UKR,Lower middle income,17,17
2019,HUN,High income,16,16
2019,ESP,High income,14,14
2019,ROU,High income,14,14
2019,CHE,High income,13,13
2019,IRL,High income,12,12
2019,SYR,Low income,12,12
2019,TUR,Upper middle income,12,12
2019,IND,Lower middle income,11,11
2019,GRC,High income,10,10
2019,JPN,High income,10,10
2019,SWE,High income,10,10
2019,LBN,Lower middle income,9,9
2019,FIN,High income,7,7
2019,MEX,Upper middle income,7,7
2019,NOR,High income,6,6
2019,VEN,Unknown,6,6
2019,BEL,High income,5,5
2019,BRA,Upper middle income,5,5
2019,DNK,High income,5,5
2019,IRN,Lower middle income,5,5
2019,ISR,High income,5,5
2019,ARG,Upper middle income,4,4
2019,DMA,Upper middle income,4,4
2019,NLD,High income,4,4
2019,SAU,High income,4,4
2019,AUS,High income,3,3
2019,BOL,Lower middle income,3,3
2019,CAN,High income,3,3
2019,CHL,High income,3,3
2019,COD,Low income,3,3
2019,COL,Upper middle income,3,3
2019,HRV,High income,3,3
2019,IRQ,Upper middle income,3,3
2019,PRK,Low income,3,3
2019,PSE,Upper middle income,3,3
2019,SLV,Upper middle income,3,3
2019,SRB,Upper middle income,3,3
2019,AFG,Low income,2,2
2019,BGR,Upper middle income,2,2
2019,BIH,Upper middle income,2,2
2019,CUB,Upper middle income,2,2
2019,CYP,High income,2,2
2019,ETH,Low income,2,2
2019,ISL,High income,2,2
2019,KEN,Lower middle income,2,2
2019,LBY,Upper middle income,2,2
2019,NGA,Lower middle income,2,2
2019,PER,Upper middle income,2,2
2019,TZA,Lower middle income,2,2
2019,ARE,High income,1,1
2019,BDI,Low income,1,1
2019,BFA,Low income,1,1
2019,BLR,Upper middle income,1,1
2019,CRI,Upper middle income,1,1
2019,ECU,Upper middle income,1,1
2019,EGY,Lower middle income,1,1
2019,EST,High income,1,1
2019,FJI,Upper middle income,1,1
2019,GEO,Upper middle income,1,1
2019,GHA,Lower middle income,1,1
2019,IMN,High income,1,1
2019,LTU,High income,1,1
2019,LUX,High income,1,1
2019,LVA,High income,1,1
2019,MLI,Low income,1,1
2019,MWI,Low income,1,1
2019,NZL,High income,1,1
2019,PRT,High income,1,1
2019,PRY,Upper middle income,1,1
2019,RWA,Low income,1,1
2019,SGP,High income,1,1
2019,TWN,High income,1,1
2019,VAT,Unknown,1,1
2019,VNM,Lower middle income,1,1
2019,ZWE,Lower middle income,1,1
2020,CZE,High income,199,199
2020,USA,High income,39,39
2020,DEU,High income,29,29
2020,SVK,High income,19,19
2020,AUT,High income,18,18
2020,RUS,Upper middle income,17,17
2020,CHN,Upper middle income,16,16
2020,GBR,High income,16,16
2020,ITA,High income,16,16
2020,ESP,High income,15,15
2020,FRA,High income,14,14
2020,POL,High income,14,14
2020,SYR,Low income,12,12
2020,BRA,Upper middle income,10,10
2020,GRC,High income,7,7
2020,LBN,Lower middle income,7,7
2020,SWE,High income,7,7
2020,TUR,Upper middle income,7,7
2020,CHE,High income,6,6
2020,HUN,High income,6,6
2020,ISR,High income,6,6
2020,IND,Lower middle income,5,5
2020,IRN,Lower middle income,5,5
2020,JPN,High income,4,4
2020,ROU,High income,4,4
2020,BLR,Upper middle income,3,3
2020,DNK,High income,3,3
2020,EGY,Lower middle income,3,3
2020,HRV,High income,3,3
2020,NLD,High income,3,3
2020,ARG,Upper middle income,2,2
2020,BGR,Upper middle income,2,2
2020,CUB,Upper middle income,2,2
2020,ETH,Low income,2,2
2020,IRL,High income,2,2
2020,PSE,Upper middle income,2,2
2020,SLV,Upper middle income,2,2
2020,SRB,Upper middle income,2,2
2020,TWN,High income,2,2
2020,VGB,High income,2,2
2020,ZMB,Lower middle income,2,2
2020,AFG,Low income,1,1
2020,ALB,Upper middle income,1,1
2020,AUS,High income,1,1
2020,BEL,High income,1,1
2020,BFA,Low income,1,1
2020,BHR,High income,1,1
2020,CIV,Lower middle income,1,1
2020,COD,Low income,1,1
2020,DMA,Upper middle income,1,1
2020,DZA,Lower middle income,1,1
2020,EST,High income,1,1
2020,FIN,High income,1,1
2020,HND,Lower middle income,1,1
2020,IRQ,Upper middle income,1,1
2020,JOR,Lower middle income,1,1
2020,KEN,Lower middle income,1,1
2020,LTU,High income,1,1
2020,LVA,High income,1,1
2020,MEX,Upper middle income,1,1
2020,MLI,Low income,1,1
2020,NOR,High income,1,1
2020,NZL,High income,1,1
2020,QAT,High income,1,1
2020,SAU,High income,1,1
2020,UKR,Lower middle income,1,1
2020,YEM,Low income,1,1
2020,ZWE,Lower middle income,1,1
2021,CZE,High income,289,289
2021,USA,High income,72,72
2021,RUS,Upper middle income,48,48
2021,DEU,High income,45,45
2021,CHN,Upper middle income,40,40
2021,SVK,High income,38,38
2021,GBR,High income,34,34
2021,POL,High income,30,30
2021,FRA,High income,27,27
2021,AUT,High income,18,18
2021,HUN,High income,13,13
2021,TUR,Upper middle income,13,13
2021,AFG,Low income,12,12
2021,GRC,High income,12,12
2021,IND,Lower middle income,12,12
2021,ITA,High income,12,12
2021,SYR,Low income,12,12
2021,ESP,High income,11,11
2021,JPN,High income,10,10
2021,CHE,High income,9,9
2021,DNK,High income,9,9
2021,FIN,High income,9,9
2021,BGR,Upper middle income,7,7
2021,ISR,High income,7,7
2021,AUS,High income,6,6
2021,DMA,Upper middle income,6,6
2021,IRQ,Upper middle income,6,6
2021,ROU,High income,6,6
2021,SAU,High income,6,6
2021,BRA,Upper middle income,5,5
2021,COD,Low income,5,5
2021,SWE,High income,5,5
2021,UKR,Lower middle income,5,5
2021,BEL,High income,4,4
2021,BOL,Lower middle income,4,4
2021,COL,Upper middle income,4,4
2021,IRL,High income,4,4
2021,IRN,Lower middle income,4,4
2021,MEX,Upper middle income,4,4
2021,NOR,High income,4,4
2021,PAK,Lower middle income,4,4
2021,PER,Upper middle income,4,4
2021,PRT,High income,4,4
2021,ARE,High income,3,3
2021,BLR,Upper middle income,3,3
2021,CAN,High income,3,3
2021,CHL,High income,3,3
2021,CUB,Upper middle income,3,3
2021,CYP,High income,3,3
2021,EGY,Lower middle income,3,3
2021,HKG,High income,3,3
2021,ISL,High income,3,3
2021,LBN,Lower middle income,3,3
2021,LBY,Upper middle income,3,3
2021,NLD,High income,3,3
2021,VAT,Unknown,3,3
2021,GIN,Lower middle income,2,2
2021,HTI,Lower middle income,2,2
2021,JOR,Lower middle income,2,2
2021,KOR,High income,2,2
2021,LTU,High income,2,2
2021,MLI,Low income,2,2
2021,QAT,High income,2,2
2021,SGP,High income,2,2
2021,ARG,Upper middle income,1,1
2021,BFA,Low income,1,1
2021,BGD,Lower middle income,1,1
2021,CIV,Lower middle income,1,1
2021,DJI,Lower middle income,1,1
2021,ETH,Low income,1,1
2021,HND,Lower middle income,1,1
2021,HRV,High income,1,1
2021,IDN,Upper middle income,1,1
2021,LIE,High income,1,1
2021,LUX,High income,1,1
2021,LVA,High income,1,1
2021,MDA,Upper middle income,1,1
2021,MKD,Upper middle income,1,1
2021,MLT,High income,1,1
2021,MMR,Lower middle income,1,1
2021,MYS,Upper middle income,1,1
2021,PAN,High income,1,1
2021,PRK,Low income,1,1
2021,THA,Upper middle income,1,1
2021,TJK,Lower middle income,1,1
2021,TUN,Lower middle income,1,1
2021,TWN,High income,1,1
2021,UZB,Lower middle income,1,1
